0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
56.908426311851805,38.4773820745157,56.908426311851805,38.4773820745157,59.36703991741823,40.024778965775475,59.36703991741823,40.024778965775475,61.73965022612706,34.32531735703418,61.73965022612706,34.32531735703418,57.94042089226694,32.16593907509455,57.94042089226694,32.16593907509455,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.72577306685821,31.842555172897175,57.72577306685821,31.842555172897175,57.94042089226694,32.16593907509455,57.94042089226694,32.16593907509455,61.73965022612706,34.32531735703418,61.73965022612706,34.32531735703418,63.01776101152995,34.40409531605275,63.01776101152995,34.40409531605275,64.73971563549058,33.62560152288115,64.73971563549058,33.62560152288115,65.54733326009972,32.130574993841094,65.54733326009972,32.130574993841094,65.28594199151246,28.56671110467789,65.28594199151246,28.56671110467789,63.29647475571171,27.245288025178397,63.29647475571171,27.245288025178397,61.96455442363721,27.927717026631544,61.96455442363721,27.927717026631544,61.429281427492484,28.25070031746943,61.429281427492484,28.25070031746943,59.201808236220636,29.919021428349545,59.201808236220636,29.919021428349545,59.106580626673214,29.999583751436294,59.106580626673214,29.999583751436294,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.17751379797277,34.090599986141434,52.17751379797277,34.090599986141434,51.08101817350823,34.822156261095365,51.08101817350823,34.822156261095365,53.44178141318774,38.99633981110528,53.44178141318774,38.99633981110528,56.908426311851805,38.4773820745157,56.908426311851805,38.4773820745157,57.94042089226694,32.16593907509455,57.94042089226694,32.16593907509455,57.72577306685821,31.842555172897175,57.72577306685821,31.842555172897175,57.02928478086393,31.694028431985547,57.02928478086393,31.694028431985547,55.03263747150228,32.31418591202307,55.03263747150228,32.31418591202307,53.527586881419545,34.12561724892993,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.36703991741823,40.024778965775475,59.36703991741823,40.024778965775475,60.095714824937104,41.09993011042692,60.095714824937104,41.09993011042692,63.900359484014686,39.979495356891576,63.900359484014686,39.979495356891576,63.01776101152995,34.40409531605275,63.01776101152995,34.40409531605275,61.73965022612706,34.32531735703418,61.73965022612706,34.32531735703418,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.640632305943576,48.89485037761998,56.640632305943576,48.89485037761998,58.44234824090274,48.925731229775955,58.44234824090274,48.925731229775955,60.095714824937104,41.09993011042692,60.095714824937104,41.09993011042692,59.36703991741823,40.024778965775475,59.36703991741823,40.024778965775475,56.908426311851805,38.4773820745157,56.908426311851805,38.4773820745157,53.44178141318774,38.99633981110528,53.44178141318774,38.99633981110528,53.25877563946016,39.44982371868327,53.25877563946016,39.44982371868327,52.64609075079395,42.23311920125335,52.64609075079395,42.23311920125335,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07629189829556,-67.28602677259818,11.07629189829556,-67.28602677259818,12.43001734701856,-66.83875121763987,12.43001734701856,-66.83875121763987,15.078634130707233,-66.69082750917359,15.078634130707233,-66.69082750917359,13.757427265702146,-73.05423760987048,13.757427265702146,-73.05423760987048,9.065768544443666,-75.00682572148074,9.065768544443666,-75.00682572148074,8.920982936210635,-74.55497650956033,8.920982936210635,-74.55497650956033,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.146418160119267,-65.0011456040242,7.146418160119267,-65.0011456040242,8.878712012811254,-63.51993916887454,8.878712012811254,-63.51993916887454,9.399717381435424,-63.49296453236388,9.399717381435424,-63.49296453236388,9.665160122844377,-63.485554076083524,9.665160122844377,-63.485554076083524,11.017650133789791,-63.83957499187135,11.017650133789791,-63.83957499187135,11.909585065476271,-64.87723071979212,11.909585065476271,-64.87723071979212,12.43001734701856,-66.83875121763987,12.43001734701856,-66.83875121763987,11.07629189829556,-67.28602677259818,11.07629189829556,-67.28602677259818,8.786310311080914,-67.2662116666715,#e5f2fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07629189829556,-67.28602677259818,11.07629189829556,-67.28602677259818,8.920982936210635,-74.55497650956033,8.920982936210635,-74.55497650956033,2.28553161107837,-67.19765840979018,2.28553161107837,-67.19765840979018,3.0390739755795737,-66.27373313847806,3.0390739755795737,-66.27373313847806,4.866394035418358,-64.82382657340294,4.866394035418358,-64.82382657340294,7.146418160119267,-65.0011456040242,7.146418160119267,-65.0011456040242,8.786310311080914,-67.2662116666715,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.28553161107837,-67.19765840979018,2.28553161107837,-67.19765840979018,8.920982936210635,-74.55497650956033,8.920982936210635,-74.55497650956033,9.065768544443666,-75.00682572148074,9.065768544443666,-75.00682572148074,8.625263706491264,-76.98022934902357,8.625263706491264,-76.98022934902357,-0.20674936069665328,-72.93959733696622,-0.20674936069665328,-72.93959733696622,-1.5204296021782946,-68.88176626012924,-1.5204296021782946,-68.88176626012924,-1.283738942464868,-68.28799542972386,-1.283738942464868,-68.28799542972386,0.14452005847997756,-68.21050335519907,0.8360708190568484,-65.90609315083718,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.625263706491264,-76.98022934902357,8.625263706491264,-76.98022934902357,9.065768544443666,-75.00682572148074,9.065768544443666,-75.00682572148074,13.757427265702146,-73.05423760987048,13.757427265702146,-73.05423760987048,17.113843211427444,-73.45352397070806,17.113843211427444,-73.45352397070806,19.069740476135053,-78.82428487121902,19.069740476135053,-78.82428487121902,16.58292224678088,-89.5082914240322,16.58292224678088,-89.5082914240322,15.900763999999995,-89.5378879256998,15.900763999999995,-89.5378879256998,14.900763999999995,-89.54477342209574,14.900763999999995,-89.54477342209574,13.900763999999995,-89.51515785200826,13.900763999999995,-89.51515785200826,12.900763999999995,-89.44904121543736,12.900763999999995,-89.44904121543736,11.900763999999995,-89.34642351238305,11.900763999999995,-89.34642351238305,10.900763999999995,-89.20730474284534,10.900763999999995,-89.20730474284534,9.900763999999995,-89.0316849068242,9.900763999999995,-89.0316849068242,8.900763999999995,-88.81956400431966,8.900763999999995,-88.81956400431966,8.175046048734625,-88.63913457834614,8.175046048734625,-88.63913457834614,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
