0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
-22.82803131764146,-29.8759702555351,-22.82803131764146,-29.8759702555351,-17.299981105466507,-35.75382672661999,-17.299981105466507,-35.75382672661999,-20.306253016001108,-38.91476993038157,-20.306253016001108,-38.91476993038157,-25.901773267471018,-35.502277920910444,-25.901773267471018,-35.502277920910444,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.10302495926798,-43.61405882136699,-16.10302495926798,-43.61405882136699,-16.74639282971329,-43.60320584577035,-16.74639282971329,-43.60320584577035,-18.095236162194045,-41.7420256449368,-19.949251529207586,-40.72181593900071,-19.949251529207586,-40.72181593900071,-20.306253016001108,-38.91476993038157,-20.306253016001108,-38.91476993038157,-17.299981105466507,-35.75382672661999,-17.299981105466507,-35.75382672661999,-16.220792076125726,-34.766098944164256,-16.220792076125726,-34.766098944164256,-15.51224193866932,-34.778155669573444,-15.51224193866932,-34.778155669573444,-12.608525012828796,-35.1586068835689,-12.608525012828796,-35.1586068835689,-12.654010790031256,-43.44027939682308,-12.654010790031256,-43.44027939682308,-14.745194072776428,-44.05306054038264,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.220792076125726,-34.766098944164256,-16.220792076125726,-34.766098944164256,-17.299981105466507,-35.75382672661999,-17.299981105466507,-35.75382672661999,-22.82803131764146,-29.8759702555351,-22.82803131764146,-29.8759702555351,-22.65557831874508,-29.47353653576592,-22.65557831874508,-29.47353653576592,-22.164049620489717,-28.848859507753165,-22.164049620489717,-28.848859507753165,-17.736901008591797,-28.423371573869638,-17.736901008591797,-28.423371573869638,-16.617403839789002,-31.180260511367468,-16.32980100911156,-32.17556452576356,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.210072302831882,-42.86139870921608,-22.210072302831882,-42.86139870921608,-29.569880072177153,-43.69335375701362,-29.569880072177153,-43.69335375701362,-27.069573675752128,-35.51070044836218,-27.069573675752128,-35.51070044836218,-25.901773267471018,-35.502277920910444,-25.901773267471018,-35.502277920910444,-20.306253016001108,-38.91476993038157,-20.306253016001108,-38.91476993038157,-19.949251529207586,-40.72181593900071,-19.949251529207586,-40.72181593900071,-20.409317397403232,-42.05068284839149,-21.248063126248,-44.3172106906573,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.07957674045137,-31.172482166877682,-33.07957674045137,-31.172482166877682,-28.098194194454482,-28.176807618173672,-28.098194194454482,-28.176807618173672,-22.65557831874508,-29.47353653576592,-22.65557831874508,-29.47353653576592,-22.82803131764146,-29.8759702555351,-22.82803131764146,-29.8759702555351,-25.901773267471018,-35.502277920910444,-25.901773267471018,-35.502277920910444,-27.069573675752128,-35.51070044836218,-27.069573675752128,-35.51070044836218,-33.73310576699486,-32.33536845113204,-33.73310576699486,-32.33536845113204,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.548695128312072,77.39306988697919,29.548695128312072,77.39306988697919,31.610512004315638,83.65491395241483,31.610512004315638,83.65491395241483,38.93175260381246,76.71303102946209,38.93175260381246,76.71303102946209,34.20247622036651,72.12517902462085,34.20247622036651,72.12517902462085,30.600151525969164,73.28802295159491,30.600151525969164,73.28802295159491,30.379610206094945,73.47792802946073,30.379610206094945,73.47792802946073,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.385578528984546,91.92685513975067,26.385578528984546,91.92685513975067,26.577613999999997,91.92801347059338,26.577613999999997,91.92801347059338,27.577613999999997,91.8913508149389,27.577613999999997,91.8913508149389,28.577613999999997,91.81199364484584,28.577613999999997,91.81199364484584,29.577613999999997,91.6899419603142,29.577613999999997,91.6899419603142,30.577613999999997,91.52519576134395,30.577613999999997,91.52519576134395,30.604121861603446,91.519696951622,30.604121861603446,91.519696951622,31.610512004315638,83.65491395241483,31.610512004315638,83.65491395241483,29.548695128312072,77.39306988697919,29.548695128312072,77.39306988697919,24.22859430473117,78.33751665333382,24.22859430473117,78.33751665333382,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.604121861603446,91.519696951622,30.604121861603446,91.519696951622,31.577613999999997,91.81311985346255,31.577613999999997,91.81311985346255,32.577614,92.06898224399505,32.577614,92.06898224399505,33.577614,92.27929431686513,33.577614,92.27929431686513,34.577614,92.44405607207281,34.577614,92.44405607207281,35.577614,92.56326750961806,35.577614,92.56326750961806,36.577614,92.63692862950089,36.577614,92.63692862950089,37.577614,92.66503943172131,37.577614,92.66503943172131,38.577614,92.64759991627932,38.577614,92.64759991627932,39.577614,92.58461008317491,39.577614,92.58461008317491,40.577614,92.47606993240808,40.577614,92.47606993240808,40.83405323321734,92.43655509083798,40.83405323321734,92.43655509083798,40.4515943054702,79.94525955435236,40.4515943054702,79.94525955435236,39.135355493363015,76.75476567641041,39.135355493363015,76.75476567641041,38.93175260381246,76.71303102946209,38.93175260381246,76.71303102946209,31.610512004315638,83.65491395241483,31.610512004315638,83.65491395241483,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93175260381246,76.71303102946209,38.93175260381246,76.71303102946209,39.135355493363015,76.75476567641041,39.135355493363015,76.75476567641041,40.28952686654752,76.16339057718596,40.28952686654752,76.16339057718596,42.774163338075134,74.09849601556995,42.774163338075134,74.09849601556995,43.17356147912837,72.3218866172532,43.17356147912837,72.3218866172532,35.91649137854936,69.15049362680288,35.91649137854936,69.15049362680288,35.40302701770478,69.31855949513928,35.40302701770478,69.31855949513928,34.20247622036651,72.12517902462085,34.20247622036651,72.12517902462085,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.979814021127034,77.16210662294598,21.979814021127034,77.16210662294598,24.22859430473117,78.33751665333382,24.22859430473117,78.33751665333382,29.548695128312072,77.39306988697919,29.548695128312072,77.39306988697919,30.379610206094945,73.47792802946073,30.379610206094945,73.47792802946073,20.814824989273752,71.58319666846324,20.814824989273752,71.58319666846324,20.187075993739818,71.91800677864768,20.187075993739818,71.91800677864768,#AADAFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
