x1,x2,y1,y2
56.46762211278803,54.350560931403955,-52.56692030110831,-52.738932023807635
53.275167528201585,47.070042464356696,33.81224596527055,34.046956170175754
43.81865540317168,43.70663384623649,40.81498409213784,40.45954216857046
47.070042464356696,43.70663384623649,34.046956170175754,40.45954216857046
-19.219083659516457,-19.34619131311314,-65.55453794319826,-66.26238615445413
40.91630184150076,40.837464721579686,54.1792449845296,55.8678269581963
39.89979243429895,40.837464721579686,58.797464840168594,55.8678269581963
35.54480034407136,36.51526528831918,51.49870334583285,51.391057387197506
-10.495545401810503,-11.149899915829987,1.961216357788321,2.6993123492722844
-11.149899915829987,-11.503121910902621,2.6993123492722844,5.265809166868564
-9.930453753396218,-9.570796197704755,49.28442948238644,49.52763010105585
-9.454033041164852,-9.570796197704755,49.70037272401176,49.52763010105585
34.79722827512134,28.849844597269325,50.93719630182663,47.059531471346915
34.79722827512134,35.54480034407136,50.93719630182663,51.49870334583285
47.12253972862172,44.81639173327916,-50.01304800021489,-48.919019540872696
52.432298883012166,49.41161582921304,65.44660246196827,65.51087697261775
49.41161582921304,47.283958824349504,65.51087697261775,66.05622483148062
45.32734608278921,48.537372465780024,-3.4065008725719554,-0.4529118504840627
42.68807162211975,42.287220886294556,4.671330293847284,4.727588799037663
39.32789785081894,41.086089234019255,3.031362123630894,4.426738716170029
41.086089234019255,42.287220886294556,4.426738716170029,4.727588799037663
60.66535291403335,60.95585374050475,18.162251337131377,20.563773821148168
34.10107826397261,30.332308218730123,-57.19412084592503,-57.44748132483537
34.10107826397261,34.461082540196635,-57.19412084592503,-56.6853237518274
36.31476953546358,34.461082540196635,-54.92312205338378,-56.6853237518274
-62.78112108014817,-63.06442625162011,53.1332143727801,53.00845274856055
-65.80863221613725,-65.57877163042276,48.792892925573874,49.039026674632886
-65.57877163042276,-63.06442625162011,49.039026674632886,53.00845274856055
-67.25198084440323,-68.59959206236533,-10.05818779279635,-9.70956154815258
-72.03959985476342,-69.16662673687479,-4.741653781860313,-8.72727151602475
-69.16662673687479,-68.59959206236533,-8.72727151602475,-9.70956154815258
-54.020961266410666,-53.16180153581256,-43.76723060045638,-44.396726272163946
-51.07678011091661,-52.02161337446167,-51.70309194241039,-46.03762853611387
-53.16180153581256,-52.02161337446167,-44.396726272163946,-46.03762853611387
-5.538973735724953,-4.48794059718484,-51.708140254567816,-48.814427572433154
-5.538973735724953,-2.992475788380812,-51.708140254567816,-56.25826473807533
